0^23^DD^1^3^--Select--^3544860^06/06/2023^^4JB^98412.00^0.00^0.00^98412.00^5^^^VWECS2685E^Rocky Techies Ltd.^30/05/2023^56,000^1120.00^0.00^^1120.00^^1120.00^^^--Select--^01^^--Select--^^^^^^^^^^^LineHash
0^24^DD^1^3^--Select--^3544860^06/06/2023^^4JB^98412.00^0.00^0.00^98412.00^6^^^BCEFC5465P^Shukra Techno World^28/06/2023^42,300^846.00^0.00^^846.00^^846.00^^^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^25^DD^1^4^--Select--^3544860^06/07/2023^^4IB^95133.00^0.00^0.00^95133.00^1^^^BHYFR2348J^Abhira Estates^28/06/2023^32,000^3200.00^0.00^^3200.00^^3200.00^^^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^26^DD^1^4^--Select--^3544860^06/07/2023^^4IB^95133.00^0.00^0.00^95133.00^2^^^HJVPY5487M^Eden Parker ^29/06/2023^46,500^4650.00^0.00^^4650.00^^4650.00^^^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^27^DD^1^4^--Select--^3544860^06/07/2023^^4IB^95133.00^0.00^0.00^95133.00^3^^^BUICF5683A^Mahima Estates Ltd.^29/06/2023^50,100^5010.00^0.00^^5010.00^^5010.00^^^--Select--^--Select--^^--Select--^^^^^^^^^^^LineHash
0^28^DD^1^4^--Select--^3544860^06/07/2023^^4IB^95133.00^0.00^0.00^95133.00^4^^^GHTPS5485R^Mahira Kunal ^30/06/2023^42,200^4220.00^0.00^^4220.00^^4220.00^^^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^29^DD^1^4^--Select--^3544860^06/07/2023^^4IB^95133.00^0.00^0.00^95133.00^5^^^JHFCV9872G^Rajesh Buildings^30/06/2023^58,000^5800.00^0.00^^5800.00^^5800.00^^^--Select--^01^^--Select--^^^^^^^^^^^LineHash
0^30^DD^1^4^--Select--^3544860^06/07/2023^^4IB^95133.00^0.00^0.00^95133.00^6^^^GHDPE6540W^Rudra Singh ^28/06/2023^59,800^5980.00^0.00^^5980.00^^5980.00^^^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^31^DD^1^5^--Select--^3544860^06/07/2023^^94C^65869.00^0.00^0.00^65869.00^1^^^GHDPE6540W^Oberoi Interiors^28/06/2023^81,300^813.00^0.00^^813.00^^813.00^^^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^32^DD^1^5^--Select--^3544860^06/07/2023^^94C^65869.00^0.00^0.00^65869.00^2^^^CESFO3592Z^Sumo Suppliers & Firm^29/06/2023^62,500^1250.00^0.00^^1250.00^^1250.00^^^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^33^DD^1^5^--Select--^3544860^06/07/2023^^94C^65869.00^0.00^0.00^65869.00^3^^^WEIPV6544S^Sunil Amarawat^29/06/2023^93,400^934.00^0.00^^934.00^^934.00^^^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^34^DD^1^5^--Select--^3544860^06/07/2023^^94C^65869.00^0.00^0.00^65869.00^4^^^VERFK1652F^Park Joon Contracts^30/06/2023^88,500^1770.00^0.00^^1770.00^^1770.00^^^--Select--^02^^--Select--^^^^^^^^^^^LineHash
0^35^DD^1^5^--Select--^3544860^06/07/2023^^94C^65869.00^0.00^0.00^65869.00^5^^^XEWCE3548D^VIP Builders Ltd.^30/06/2023^64,000^1280.00^0.00^^1280.00^^1280.00^^^--Select--^01^^--Select--^^^^^^^^^^^LineHash
